symbol,date,n_candidates,chosen,settle,rejected,rejected_settles,reason
ZM,2010-08-13,4,id604441,302.7,id593532|id593532|id604441,321.5|321.5|302.7,matches next day (roll already happened)
ZM,2010-09-14,4,id574534,293.7,id574534|id604441|id604441,293.7|290.0|290.0,matches next day (roll already happened)
ZM,2010-10-14,4,id584528,331.7,id574534|id574534|id584528,325.5|325.5|331.7,matches next day (roll already happened)
ZM,2010-12-14,4,id613538,342.2,id584528|id584528|id613538,344.5|344.5|342.2,matches next day (roll already happened)
ZM,2011-01-14,4,id623524,388.1,id613538|id613538|id623524,377.0|377.0|388.1,matches next day (roll already happened)
ZM,2011-05-13,4,id342706,345.4,id185633|id185633|id342706,343.1|343.1|345.4,matches next day (roll already happened)
ZM,2011-07-14,4,id195671,357.0,id195671|id342706|id342706,357.0|355.5|355.5,matches next day (roll already happened)
ZM,2011-08-12,4,id205479,347.1,id195671|id195671|id205479,348.6|348.6|347.1,matches next day (roll already happened)
ZM,2011-09-14,4,id414305,358.8,id205479|id205479|id414305,357.9|357.9|358.8,matches next day (roll already happened)
ZM,2011-10-14,4,id223476,327.6,id223476|id414305|id414305,327.6|328.4|328.4,matches next day (roll already happened)
ZM,2011-12-14,4,id242897,282.2,id223476|id223476|id242897,280.6|280.6|282.2,matches next day (roll already happened)
ZM,2012-01-13,4,id769299,301.5,id242897|id242897|id769299,304.8|304.8|301.5,matches next day (roll already happened)
ZM,2012-03-14,4,id75927,367.2,id75927|id769299|id769299,367.2|362.0|362.0,matches next day (roll already happened)
ZM,2012-05-14,4,id126846,403.5,id75927|id75927|id126846,406.8|406.8|403.5,matches next day (roll already happened)
ZM,2012-07-13,4,id124032,474.1,id124032|id126846|id126846,474.1|488.9|488.9,matches next day (roll already happened)
ZM,2012-08-14,4,id110431,506.6,id110431|id124032|id124032,506.6|530.8|530.8,matches next day (roll already happened)
ZM,2012-09-14,4,id165435,523.5,id110431|id110431|id165435,524.6|524.6|523.5,matches next day (roll already happened)
ZM,2012-10-12,4,id175376,465.2,id175376|id165435|id165435,465.2|474.3|474.3,matches next day (roll already happened)
ZM,2012-12-14,4,id413902,457.7,id175376|id175376|id413902,460.1|460.1|457.7,matches next day (roll already happened)
ZM,2013-07-12,4,id228408,442.9,id228408|id828390|id828390,442.9|535.5|535.5,matches next day (roll already happened)
ZM,2013-09-13,4,id541806,444.6,id358781|id358781|id541806,496.2|496.2|444.6,matches next day (roll already happened)
ZM,2013-12-13,4,id628788,432.6,id628788|id827470|id827470,432.6|462.9|462.9,matches next day (roll already happened)
ZM,2014-03-14,4,id120309,444.0,id436415|id436415|id120309,449.0|449.0|444.0,matches next day (roll already happened)
ZM,2014-09-12,4,id296928,338.5,id296928|id505047|id505047,338.5|408.0|408.0,matches next day (roll already happened)
ZM,2014-10-14,4,id613051,324.0,id296928|id296928|id613051,366.0|366.0|324.0,matches next day (roll already happened)
ZM,2014-12-12,4,id604109,367.0,id613051|id613051|id604109,378.9|378.9|367.0,matches next day (roll already happened)
ZM,2015-03-13,4,id727857,327.0,id473607|id473607|id727857,338.0|338.0|327.0,matches next day (roll already happened)
ZM,2015-08-14,4,id281232,325.2,id281232|id665982|id665982,325.2|330.9|330.9,matches next day (roll already happened)
ZM,2015-09-14,4,id697418,314.3,id281232|id281232|id697418,312.7|312.7|314.3,matches next day (roll already happened)
ZM,2015-12-14,4,id323502,275.5,id323502|id374549|id374549,275.5|277.8|277.8,matches next day (roll already happened)
ZM,2016-01-14,4,id790395,274.2,id323502|id323502|id790395,269.7|269.7|274.2,matches next day (roll already happened)
ZM,2016-05-13,4,id96468,363.0,id598009|id598009|id96468,361.0|361.0|363.0,matches next day (roll already happened)
ZM,2016-08-12,4,id275118,332.5,id275118|id53825|id53825,332.5|332.9|332.9,matches next day (roll already happened)
ZM,2016-10-14,4,id590598,300.6,id782973|id782973|id590598,299.8|299.8|300.6,matches next day (roll already happened)
ZM,2016-12-14,4,id610871,312.8,id590598|id590598|id610871,311.1|311.1|312.8,matches next day (roll already happened)
ZM,2017-01-13,4,id789734,333.9,id789734|id610871|id610871,333.9|332.5|332.5,matches next day (roll already happened)
ZM,2017-05-12,4,id96687,313.3,id96687|id597359|id597359,313.3|309.7|309.7,matches next day (roll already happened)
ZM,2017-07-14,4,id274559,323.7,id274559|id96687|id96687,323.7|322.3|322.3,matches next day (roll already happened)
ZM,2017-10-13,4,id708233,328.6,id61963|id61963|id708233,324.5|324.5|328.6,matches next day (roll already happened)
ZM,2017-12-14,4,id736618,321.6,id708233|id708233|id736618,321.2|321.2|321.6,matches next day (roll already happened)
ZM,2018-01-12,4,id345123,317.0,id345123|id736618|id736618,317.0|309.8|309.8,matches next day (roll already happened)
ZM,2018-07-13,4,id91063,326.0,id20231|id20231|id91063,328.8|328.8|326.0,matches next day (roll already happened)
ZM,2018-09-14,4,id865120,305.8,id159539|id159539|id865120,307.3|307.3|305.8,matches next day (roll already happened)
ZM,2018-10-12,4,id803248,316.9,id803248|id865120|id865120,316.9|312.4|312.4,matches next day (roll already happened)
ZM,2018-12-14,4,id605642,307.3,id605642|id803248|id803248,307.3|309.4|309.4,matches next day (roll already happened)
ZM,2019-01-14,4,id636132,311.8,id605642|id605642|id636132,306.9|306.9|311.8,matches next day (roll already happened)
ZM,2019-07-12,4,id139333,314.8,id139333|id192016|id192016,314.8|313.3|313.3,matches next day (roll already happened)
ZM,2019-09-13,4,id575125,297.9,id575125|id159929|id159929,297.9|298.2|298.2,matches next day (roll already happened)
ZM,2019-12-13,4,id763959,296.9,id798012|id798012|id763959,295.5|295.5|296.9,matches next day (roll already happened)
ZM,2020-03-13,4,id602082,299.5,id409711|id409711|id602082,295.9|295.9|299.5,matches next day (roll already happened)
ZM,2020-08-14,4,id388582,291.8,id196212|id196212|id388582,289.7|289.7|291.8,matches next day (roll already happened)
ZM,2021-01-14,4,id282089,464.9,id282089|id504886|id504886,464.9|464.9|464.9,matches next day (roll already happened)
ZM,2021-03-12,4,id89700,400.7,id282089|id282089|id89700,396.3|396.3|400.7,matches next day (roll already happened)
ZM,2021-05-14,4,id156434,418.5,id89700|id89700|id156434,423.5|423.5|418.5,matches next day (roll already happened)
ZM,2021-08-13,4,id535389,357.6,id727762|id727762|id535389,358.1|358.1|357.6,matches next day (roll already happened)
ZM,2021-12-14,4,id243619,376.9,id243619|id794459|id794459,376.9|404.5|404.5,matches next day (roll already happened)
ZM,2022-01-14,4,id689369,405.6,id243619|id243619|id689369,445.0|445.0|405.6,matches next day (roll already happened)
ZM,2022-05-13,4,id120191,409.3,id120191|id497002|id497002,409.3|406.4|406.4,matches next day (roll already happened)
ZM,2022-08-12,4,id274159,464.7,id274159|id81763|id81763,464.7|520.2|520.2,matches next day (roll already happened)
ZM,2022-10-14,4,id697256,411.1,id697256|id758259|id758259,411.1|418.5|418.5,matches next day (roll already happened)
ZM,2022-12-14,4,id8352,460.1,id8352|id697256|id697256,460.1|456.0|456.0,matches next day (roll already happened)
ZM,2023-01-13,4,id185432,476.3,id185432|id8352|id8352,476.3|513.0|513.0,matches next day (roll already happened)
ZM,2023-05-12,4,id658865,432.9,id23389|id23389|id658865,428.1|428.1|432.9,matches next day (roll already happened)
ZM,2023-07-14,4,id560547,423.8,id560547|id658865|id658865,423.8|430.0|430.0,matches next day (roll already happened)
ZM,2023-10-13,4,id51239,390.0,id466507|id466507|id51239,387.6|387.6|390.0,matches next day (roll already happened)
ZM,2023-12-14,4,id152114,403.7,id152114|id51239|id51239,403.7|421.1|421.1,matches next day (roll already happened)
ZM,2024-01-12,4,id506263,362.1,id152114|id152114|id506263,351.3|351.3|362.1,matches next day (roll already happened)
ZM,2024-07-12,4,id658562,338.8,id581685|id581685|id658562,368.5|368.5|338.8,matches next day (roll already happened)
ZM,2024-09-13,4,id539402,318.4,id344260|id344260|id539402,315.4|315.4|318.4,matches next day (roll already happened)
ZM,2024-12-13,4,id385320,286.2,id377503|id377503|id385320,284.1|284.1|286.2,matches next day (roll already happened)
ZM,2025-01-14,4,id467458,305.8,id385320|id385320|id467458,298.4|298.4|305.8,matches next day (roll already happened)
ZM,2025-03-14,4,id619965,305.9,id467458|id467458|id619965,298.9|298.9|305.9,matches next day (roll already happened)
ZM,2025-09-12,4,id445468,287.6,id446324|id446324|id445468,288.3|288.3|287.6,matches next day (roll already happened)
ZM,2025-12-12,4,id42279121,302.5,id42279121|id203692|id203692,302.5|300.6|300.6,matches next day (roll already happened)
ZM,2026-03-13,4,id42282755,322.7,id42282754|id42282754|id42282755,319.9|319.9|322.7,matches next day (roll already happened)
ZN,2010-06-21,4,id816003,120.296875,id713381|id713381|id816003,121.16|121.16|120.3,matches next day (roll already happened)
ZN,2010-09-21,4,id44395,125.375,id816003|id816003|id44395,125.75|125.75|125.38,matches next day (roll already happened)
ZN,2010-12-21,4,id83568,120.234375,id83568|id44395|id44395,120.23|121.25|121.25,matches next day (roll already happened)
ZN,2011-03-22,4,id116177,120.046875,id116177|id83568|id83568,120.05|121.2|121.2,matches next day (roll already happened)
ZN,2011-06-21,4,id133520,123.640625,id116177|id116177|id133520,125.25|125.25|123.64,matches next day (roll already happened)
ZN,2011-09-21,4,id578198,130.75,id133520|id133520|id578198,131.67|131.67|130.75,matches next day (roll already happened)
ZN,2011-12-20,4,id745944,130.625,id578198|id578198|id745944,131.59|131.59|130.62,matches next day (roll already happened)
ZN,2012-03-21,4,id328264,128.5625,id328264|id745944|id745944,128.56|128.97|128.97,matches next day (roll already happened)
ZN,2012-06-20,4,id585392,133.203125,id328264|id328264|id585392,134.06|134.06|133.2,matches next day (roll already happened)
ZN,2013-12-19,4,id381207,123.65625,id381207|id780401|id780401,123.66|124.92|124.92,matches next day (roll already happened)
ZN,2014-12-19,4,id42281,126.640625,id42281|id354456|id354456,126.64|127.14|127.14,matches next day (roll already happened)
ZN,2015-03-20,4,id752340,128.6875,id752340|id42281|id42281,128.69|129.22|129.22,matches next day (roll already happened)
ZN,2015-06-19,4,id326771,126.578125,id752340|id752340|id326771,127.27|127.27|126.58,matches next day (roll already happened)
ZN,2015-12-21,4,id72174,126.5625,id184597|id184597|id72174,127.16|127.16|126.56,matches next day (roll already happened)
ZN,2016-12-20,4,id208387,123.125,id120107|id120107|id208387,123.94|123.94|123.12,matches next day (roll already happened)
ZN,2019-12-19,4,id771691,128.3125,id59121|id59121|id771691,128.56|128.56|128.31,matches next day (roll already happened)
ZN,2020-03-20,4,id105872,136.734375,id105872|id771691|id771691,136.73|136.5|136.5,matches next day (roll already happened)
ZN,2020-06-19,4,id421732,138.78125,id105872|id105872|id421732,139.16|139.16|138.78,matches next day (roll already happened)
ZN,2020-12-21,4,id204527,137.765625,id204527|id480372|id480372,137.77|138.41|138.41,matches next day (roll already happened)
ZN,2022-12-20,4,id397730,113.53125,id397730|id71412|id71412,113.53|113.45|113.45,matches next day (roll already happened)
ZN,2024-12-19,4,id42002219,108.609375,id42002219|id42000697|id42000697,108.61|108.7|108.7,matches next day (roll already happened)
ZN,2025-09-19,4,id42002111,112.75,id42002111|id42066706|id42066706,112.75|112.83|112.83,matches next day (roll already happened)
ZN,2025-12-19,4,id42004475,112.5,id42002111|id42002111|id42004475,112.7|112.7|112.5,matches next day (roll already happened)
ZN,2026-03-20,4,id42000661,110.5,id42000661|id42004475|id42004475,110.5|110.8|110.8,matches next day (roll already happened)
ZN,2026-06-18,4,id42001136,109.625,id42000661|id42000661|id42001136,109.92|109.92|109.62,matches next day (roll already happened)
ZS,2010-07-14,4,id493485,997.5,id493485|id513717|id513717,997.5|1036.0|1036.0,matches next day (roll already happened)
ZS,2010-08-13,4,id503971,1043.5,id493485|id493485|id503971,1052.0|1052.0|1043.5,matches next day (roll already happened)
ZS,2010-09-14,4,id523710,1035.5,id503971|id503971|id523710,1025.0|1025.0|1035.5,matches next day (roll already happened)
ZS,2010-11-12,4,id513486,1269.0,id513486|id523710|id523710,1269.0|1263.0|1263.0,matches next day (roll already happened)
ZS,2011-01-14,4,id523650,1422.5,id513486|id513486|id523650,1406.5|1406.5|1422.5,matches next day (roll already happened)
ZS,2011-05-13,4,id836388,1329.5,id75967|id75967|id836388,1337.0|1337.0|1329.5,matches next day (roll already happened)
ZS,2011-07-14,4,id85914,1382.0,id85914|id836388|id836388,1382.0|1390.5|1390.5,matches next day (roll already happened)
ZS,2011-08-12,4,id95722,1327.75,id85914|id85914|id95722,1337.0|1337.0|1327.75,matches next day (roll already happened)
ZS,2011-09-14,4,id847605,1382.75,id95722|id95722|id847605,1374.0|1374.0|1382.75,matches next day (roll already happened)
ZS,2011-11-14,4,id9482,1178.25,id847605|id847605|id9482,1172.0|1172.0|1178.25,matches next day (roll already happened)
ZS,2012-01-13,4,id13562,1158.25,id13562|id9482|id9482,1158.25|1160.0|1160.0,matches next day (roll already happened)
ZS,2012-03-14,4,id650024,1350.25,id650024|id13562|id13562,1350.25|1356.0|1356.0,matches next day (roll already happened)
ZS,2012-05-14,4,id56007,1387.0,id56007|id650024|id650024,1387.0|1390.0|1390.0,matches next day (roll already happened)
ZS,2012-07-13,4,id510049,1594.75,id510049|id56007|id56007,1594.75|1642.0|1642.0,matches next day (roll already happened)
ZS,2012-08-14,4,id150151,1623.5,id510049|id510049|id150151,1680.0|1680.0|1623.5,matches next day (roll already happened)
ZS,2012-09-14,4,id65937,1739.0,id150151|id150151|id65937,1736.5|1736.5|1739.0,matches next day (roll already happened)
ZS,2012-11-14,4,id730065,1419.0,id65937|id65937|id730065,1432.75|1432.75|1419.0,matches next day (roll already happened)
ZS,2013-07-12,4,id372191,1429.0,id372191|id891885|id891885,1429.0|1563.25|1563.25,matches next day (roll already happened)
ZS,2013-09-13,4,id23298,1381.5,id887452|id887452|id23298,1488.75|1488.75|1381.5,matches next day (roll already happened)
ZS,2014-03-14,4,id156126,1388.5,id156126|id348497|id348497,1388.5|1376.0|1376.0,matches next day (roll already happened)
ZS,2014-09-12,4,id873933,985.25,id801876|id801876|id873933,1091.0|1091.0|985.25,matches next day (roll already happened)
ZS,2014-11-14,4,id786065,1022.5,id786065|id873933|id873933,1022.5|1021.0|1021.0,matches next day (roll already happened)
ZS,2015-03-13,4,id387805,974.0,id387805|id593689|id593689,974.0|968.25|968.25,matches next day (roll already happened)
ZS,2015-08-14,4,id772575,925.25,id772575|id253217|id253217,925.25|978.5|978.5,matches next day (roll already happened)
ZS,2015-09-14,4,id863748,884.25,id772575|id772575|id863748,882.75|882.75|884.25,matches next day (roll already happened)
ZS,2015-11-13,4,id394610,855.25,id394610|id863748|id863748,855.25|859.0|859.0,matches next day (roll already happened)
ZS,2016-01-14,4,id312477,882.25,id312477|id394610|id394610,882.25|896.0|896.0,matches next day (roll already happened)
ZS,2016-05-13,4,id401316,1065.0,id827723|id827723|id401316,1055.0|1055.0|1065.0,matches next day (roll already happened)
ZS,2016-08-12,4,id181998,999.0,id181998|id122779|id122779,999.0|1003.25|1003.25,matches next day (roll already happened)
ZS,2016-11-14,4,id428214,984.25,id428214|id253214|id253214,984.25|971.0|971.0,matches next day (roll already happened)
ZS,2017-01-13,4,id503614,1046.25,id428214|id428214|id503614,1042.5|1042.5|1046.25,matches next day (roll already happened)
ZS,2017-05-12,4,id779360,963.0,id180895|id180895|id779360,954.0|954.0|963.0,matches next day (roll already happened)
ZS,2017-07-14,4,id888343,989.0,id779360|id779360|id888343,985.25|985.25|989.0,matches next day (roll already happened)
ZS,2017-11-14,4,id703808,967.75,id202254|id202254|id703808,959.0|959.0|967.75,matches next day (roll already happened)
ZS,2018-01-12,4,id511445,960.5,id511445|id703808|id703808,960.5|944.0|944.0,matches next day (roll already happened)
